,REGISTRY_ID,FAC_NAME,SDWA_IDS,SDWIS_FLAG,FAC_LAT,FAC_LONG,PWSID,PWS_NAME,PWS_ACTIVITY_CODE,PWS_TYPE_CODE,POPULATION_SERVED_COUNT,PRIMARY_SOURCE_CODE,SERVICE_CONNECTIONS_COUNT,STATE_CODE,SYSTEM_SIZE
0,110051003604,MILLSTONE COMMUNITY CTR,NJ1332323,Y,40.287056,-74.152446,NJ1332323,MILLSTONE COMMUNITY CTR,A,TNCWS,30.0,GW,1.0,NJ,Very Small
2,110050952199,DUKES PIZZERIA AND RESTAURANT,NJ1010305,Y,40.565283,-74.91197,NJ1010305,DUKES PIZZERIA AND RESTAURANT,A,TNCWS,165.0,GW,1.0,NJ,Very Small
3,110013233848,MAPLEWOOD APARTMENTS,NJ0340002,Y,39.875786,-74.663006,NJ0340002,MAPLEWOOD APARTMENTS,A,CWS,55.0,GW,40.0,NJ,Very Small
4,110049395855,STEVES CAFE 47,NJ0506414,Y,39.086143,-74.847716,NJ0506414,STEVES CAFE 47,A,TNCWS,53.0,GW,1.0,NJ,Very Small
7,110049193163,MEDFORD BOWLING LANES,NJ0320307,Y,39.875786,-74.663006,NJ0320307,MEDFORD BOWLING LANES,A,TNCWS,156.0,GW,1.0,NJ,Very Small
9,110051142599,MOUNTAIN CREEK RESORT,NJ1922350,Y,41.137424,-74.691855,NJ1922350,MOUNTAIN CREEK RESORT,A,NTNCWS,5041.0,GW,5.0,NJ,Medium
10,110051134134,SURFSIDE PRODUCTS,NJ0602303,Y,39.328387,-75.121644,NJ0602303,SURFSIDE PRODUCTS,A,NTNCWS,85.0,GW,1.0,NJ,Very Small
12,110049257291,ATCO MOTEL,NJ0436491,Y,39.802352,-74.961251,NJ0436491,ATCO MOTEL,A,TNCWS,45.0,GW,1.0,NJ,Very Small
13,110051114398,JEFFERSON STRIP MALL,NJ1414414,Y,40.858581,-74.547427,NJ1414414,JEFFERSON STRIP MALL,A,NTNCWS,198.0,GW,1.0,NJ,Very Small
14,110050998514,EMPIRE DINER LLC,NJ1316302,Y,40.287056,-74.152446,NJ1316302,EMPIRE DINER LLC,A,TNCWS,120.0,GW,1.0,NJ,Very Small
15,110051082341,DRUMMOND SCHOOL-TREATMENT PLANT,NJ1414308,Y,41.031024,-74.509057,NJ1414308,DRUMMOND SCHOOL,A,NTNCWS,26.0,GW,1.0,NJ,Very Small
16,110049240255,LA MEXICANA,NJ0605317,Y,39.328387,-75.121644,NJ0605317,LA MEXICANA,A,TNCWS,155.0,GW,1.0,NJ,Very Small
17,110049285180,CANDYS PIZZA,NJ1914319,Y,41.137424,-74.691855,NJ1914319,CANDYS PIZZA,A,TNCWS,74.0,GW,5.0,NJ,Very Small
21,110051024672,PLAZA 415 CONDO ASSOCIATION,NJ1432349,Y,40.858581,-74.547427,NJ1432349,PLAZA 415 CONDO ASSOCIATION,A,NTNCWS,54.0,GW,1.0,NJ,Very Small
22,110051104835,OLD CEDAR CAMPGROUND WELL # 2,NJ0804302,Y,39.721019,-75.143708,NJ0804302,OLD CEDAR CAMPGROUND WELL # 2,A,TNCWS,106.0,GW,50.0,NJ,Very Small
24,110013234749,PRESIDENTIAL COURTS MOBILE H P,NJ0506012,Y,39.086143,-74.847716,NJ0506012,PRESIDENTIAL COURTS MOBILE H P,A,CWS,49.0,GW,36.0,NJ,Very Small
25,110051155637,ALFA DEVELOPMENT INC.,NJ1615449,Y,41.033763,-74.300308,NJ1615449,ALFA DEVELOPMENT INC.,A,NTNCWS,85.0,GW,1.0,NJ,Very Small
26,110051053729,TRIO TAVERN,NJ0811373,Y,39.721019,-75.143708,NJ0811373,TRIO TAVERN,A,TNCWS,34.0,GW,1.0,NJ,Very Small
27,110051044277,LIBERTY KENWORTH OF SOUTH JERSEY,NJ0824315,Y,39.721019,-75.143708,NJ0824315,LIBERTY KENWORTH OF SOUTH JERSEY,A,NTNCWS,70.0,GW,1.0,NJ,Very Small
28,110051001991,VINCENZOS PIZZA,NJ1427354,Y,40.858581,-74.547427,NJ1427354,VINCENZOS PIZZA,A,TNCWS,166.0,GW,1.0,NJ,Very Small
29,110049218716,OBRIENS TAVERN,NJ1808349,Y,40.565522,-74.61993,NJ1808349,OBRIENS TAVERN,A,TNCWS,113.0,GW,1.0,NJ,Very Small
30,110049285288,TRAIL BLAZER CAMP-TREATMENT PLANT,NJ1914324,Y,41.291375,-74.750313,NJ1914324,TRAIL BLAZER CAMP,A,TNCWS,200.0,GW,10.0,NJ,Very Small
31,110050978689,WASHINGTON CROSSING SP VISITORS CENTER,NJ1106331,Y,40.282503,-74.703724,NJ1106331,WASHINGTON CROSSING SP VISITORS CENTER,A,TNCWS,720.0,GW,1.0,NJ,Small
32,110012888303,MT OLIVE TWP W D VILLAGE,NJ1427007,Y,40.858581,-74.547427,NJ1427007,MT OLIVE TWP W D VILLAGE,A,CWS,3600.0,GW,1202.0,NJ,Medium
33,110051099388,CASA BIANCA,NJ1414339,Y,40.858581,-74.547427,NJ1414339,CASA BIANCA,A,TNCWS,162.0,GW,1.0,NJ,Very Small
34,110050970026,6 MILL RIDGE LANE,NJ1406327,Y,40.858581,-74.547427,NJ1406327,6 MILL RIDGE LANE,A,NTNCWS,35.0,GW,1.0,NJ,Very Small
35,110051084090,PINE GROVE DAY CAMP BLDG,NJ1352332,Y,40.287056,-74.152446,NJ1352332,PINE GROVE DAY CAMP BLDG,A,TNCWS,610.0,GW,2.0,NJ,Small
36,110015086841,ALPINE VILLAGE,NJ0105002,Y,39.536303,-74.987614,NJ0105002,ALPINE VILLAGE,A,CWS,70.0,GW,56.0,NJ,Very Small
37,110051064192,METEDECONK NATIONAL GOLF CLUB,NJ1511398,Y,39.86585,-74.263027,NJ1511398,METEDECONK NATIONAL GOLF CLUB,A,TNCWS,135.0,GW,1.0,NJ,Very Small
38,110049185056,FOUR SEASONS CG - #2,NJ1709307,Y,39.573828,-75.357356,NJ1709307,FOUR SEASONS CG - #2,A,TNCWS,200.0,GW,1.0,NJ,Very Small
39,110049386491,THE HOTT SPOT,NJ0112312,Y,39.469354,-74.633758,NJ0112312,THE HOTT SPOT,A,TNCWS,30.0,GW,1.0,NJ,Very Small
40,110051185891,FAIRVIEW LAKE YMCA CAMP,NJ1920309,Y,41.137424,-74.691855,NJ1920309,FAIRVIEW LAKE YMCA CAMP,A,TNCWS,160.0,GW,10.0,NJ,Very Small
42,110051226669,TTHE CHOZAS RESTAURANT,NJ1332339,Y,40.287056,-74.152446,NJ1332339,TTHE CHOZAS RESTAURANT,A,TNCWS,110.0,GW,2.0,NJ,Very Small
44,110051133938,ROUTE 50 CAMPGROUND LLC,NJ0511381,Y,39.086143,-74.847716,NJ0511381,ROUTE 50 CAMPGROUND LLC,A,TNCWS,156.0,GW,1.0,NJ,Very Small
45,110051218847,LIBERTY COCA-COLA BEVERAGE LLC-TREATMENT PLANT,NJ0511353,Y,39.262105,-74.656678,NJ0511353,LIBERTY COCA-COLA BEVERAGE LLC,A,NTNCWS,125.0,GW,1.0,NJ,Very Small
46,110050976404,ST MARYS CHURCH,NJ1309315,Y,40.287056,-74.152446,NJ1309315,ST MARYS CHURCH,A,TNCWS,303.0,GW,3.0,NJ,Very Small
47,110051351210,CAMP MUNK FOR BOYS-CHLORINATOR,NY5203881,Y,40.072551,-74.206801,NY5203881,CAMP MUNK FOR BOYS,A,TNCWS,335.0,GW,26.0,NJ,Very Small
48,110012887616,PERTH AMBOY WATER DEPARTMENT,NJ1216001,Y,40.439593,-74.407585,NJ1216001,PERTH AMBOY WATER DEPARTMENT,A,CWS,52328.0,GU,11579.0,NJ,Large
49,110013236382,OAK FOREST MOBILE HOME PARK,NJ0108019,Y,39.469354,-74.633758,NJ0108019,OAK FOREST MOBILE HOME PARK,A,CWS,300.0,GW,158.0,NJ,Very Small
50,110013227720,MANCHESTER TWP WATER UTILITY - EASTERN-TREATMENT FACILITY # 02,NJ1518005,Y,39.955976,-74.358747,NJ1518005,MANCHESTER TWP WATER UTILITY - EASTERN,A,CWS,23100.0,GW,11994.0,NJ,Large
51,110013231573,NJ AMERICAN WATER - BRIDGEPORT-BRIDGEPORT TP/RAILROAD AVE,NJ0809001,Y,40.01398,-74.97265,NJ0809001,NJ AMERICAN WATER - BRIDGEPORT,A,CWS,855.0,SWP,336.0,NJ,Small
52,110049261204,QUICK CHECK #68,NJ1910341,Y,41.137424,-74.691855,NJ1910341,QUICK CHECK #68,A,TNCWS,1179.0,GW,1.0,NJ,Small
53,110012889918,BRIDGETON CITY WATER DEPT,NJ0601001,Y,39.328387,-75.121644,NJ0601001,BRIDGETON CITY WATER DEPT,A,CWS,22770.0,GW,7087.0,NJ,Large
55,110050976770,EAGLESWOOD ELEMENTARY SCHOOL-TREATMENT PLANT,NJ1508304,Y,39.662368,-74.292449,NJ1508304,EAGLESWOOD ELEMENTARY SCHOOL,A,NTNCWS,175.0,GW,1.0,NJ,Very Small
56,110051234473,AIRPORT GILL TWO,NJ1924348,Y,41.137424,-74.691855,NJ1924348,AIRPORT GILL TWO,A,TNCWS,103.0,GW,1.0,NJ,Very Small
57,110051240803,SPECIAL SERVICES BLDG,NJ1352320,Y,40.287056,-74.152446,NJ1352320,SPECIAL SERVICES BLDG,A,TNCWS,45.0,GW,3.0,NJ,Very Small
58,110049091870,BIG OAK REHAB-TREATMENT PLANT,NJ1710304,Y,39.564989,-75.148989,NJ1710304,BIG OAK REHAB,A,CWS,259.0,GW,1.0,NJ,Very Small
59,110049216086,ROMANZA PIZZA SHOP,NJ0339309,Y,39.875786,-74.663006,NJ0339309,ROMANZA PIZZA SHOP,A,TNCWS,103.0,GW,1.0,NJ,Very Small
61,110013231243,KEANSBURG WATER & SEWER DEPT.,NJ1321001,Y,40.287056,-74.152446,NJ1321001,KEANSBURG WATER & SEWER DEPT.,A,CWS,10105.0,SWP,3230.0,NJ,Large
62,110049387230,CRAMER PLATING INC,NJ2123341,Y,40.853524,-75.009542,NJ2123341,CRAMER PLATING INC,A,TNCWS,27.0,GW,1.0,NJ,Very Small
63,110049271417,SUSSEX CTY CHARTER SCHOOL - A,NJ1918351,Y,41.137424,-74.691855,NJ1918351,SUSSEX CTY CHARTER SCHOOL - A,A,NTNCWS,270.0,GW,1.0,NJ,Very Small
64,110049262445,HELEN A FORT MIDDLE SCHOOL,NJ0329302,Y,39.875786,-74.663006,NJ0329302,HELEN A FORT MIDDLE SCHOOL,A,NTNCWS,837.0,GW,1.0,NJ,Small
65,110049280041,CAMP VACAMAS-TREATMENT PLANT,NJ1615302,Y,39.730593,-75.024537,NJ1615302,CAMP VACAMAS,A,TNCWS,100.0,GW,2.0,NJ,Very Small
66,110051183303,THE HOLY HOUSE CONVENT,NJ2122328,Y,40.853524,-75.009542,NJ2122328,THE HOLY HOUSE CONVENT,A,TNCWS,30.0,GW,1.0,NJ,Very Small
67,110051243597,AMERICAN LEGION POST 293,NJ1820304,Y,40.565522,-74.61993,NJ1820304,AMERICAN LEGION POST 293,A,TNCWS,32.0,GW,1.0,NJ,Very Small
68,110051183376,297 RT 31 SOUTH LLC,NJ2122332,Y,40.853524,-75.009542,NJ2122332,297 RT 31 SOUTH LLC,A,TNCWS,60.0,GW,1.0,NJ,Very Small
69,110049360115,BALLYOWEN,NJ1911345,Y,41.137424,-74.691855,NJ1911345,BALLYOWEN,A,NTNCWS,640.0,GW,3.0,NJ,Small
70,110016614341,BNAI BRITH CHESILHURST HOUSE,NJ0410002,Y,39.802352,-74.961251,NJ0410002,BNAI BRITH CHESILHURST HOUSE,A,CWS,49.0,GW,1.0,NJ,Very Small
71,110013237318,SADDLE BROOK WATER DEPT,NJ0257001,Y,40.95909,-74.074522,NJ0257001,SADDLE BROOK WATER DEPT,A,CWS,13155.0,SWP,5400.0,NJ,Large
72,110051247744,SALLY STARRS 5TH STREET PIZZA,NJ0435385,Y,39.802352,-74.961251,NJ0435385,SALLY STARRS 5TH STREET PIZZA,A,TNCWS,128.0,GW,1.0,NJ,Very Small
73,110051039309,ARC/HUNTERDON ADULT TRAI-TREATMENT PLANT,NJ1016317,Y,40.722167,-74.985545,NJ1016317,ARC/HUNTERDON ADULT TRAI,A,NTNCWS,45.0,GW,1.0,NJ,Very Small
74,110049264256,LAMP POST INN,NJ1922396,Y,41.137424,-74.691855,NJ1922396,LAMP POST INN,A,TNCWS,47.0,GW,1.0,NJ,Very Small
75,110049205971,ST JOHN VIANNEY RC CHURCH,NJ1911309,Y,41.137424,-74.691855,NJ1911309,ST JOHN VIANNEY RC CHURCH,A,TNCWS,300.0,GW,1.0,NJ,Very Small
76,110049195991,NESHANIC VALLEY GOLF COURSE,NJ1805394,Y,40.565522,-74.61993,NJ1805394,NESHANIC VALLEY GOLF COURSE,A,TNCWS,90.0,GW,1.0,NJ,Very Small
77,110051197389,JENNY JUMP STATE FOREST,NJ2106300,Y,40.853524,-75.009542,NJ2106300,JENNY JUMP STATE FOREST,A,TNCWS,50.0,GW,7.0,NJ,Very Small
78,110051153979,WAWAYANDA STATE PARK/BATH HOUS,NJ1922307,Y,41.137424,-74.691855,NJ1922307,WAWAYANDA STATE PARK/BATH HOUS,A,TNCWS,66.0,GW,1.0,NJ,Very Small
79,110051119678,WALTS GROCERY,NJ0805327,Y,39.721019,-75.143708,NJ0805327,WALTS GROCERY,A,TNCWS,307.0,GW,1.0,NJ,Very Small
81,110049312579,VFW POST #8441-TREATMENT PLANT,NJ1922365,Y,41.197269,-74.490456,NJ1922365,VFW POST #8441,A,TNCWS,32.0,GW,1.0,NJ,Very Small
82,110051134777,DUKE FARMS FOUNDATION,NJ1810327,Y,40.565522,-74.61993,NJ1810327,DUKE FARMS FOUNDATION,A,TNCWS,35.0,GW,1.0,NJ,Very Small
83,110012829733,RIVERVIEW COMMONS-TREATMENT PLANT 1,VT0005086,Y,40.887276,-74.01213,VT0005086,RIVERVIEW COMMONS,A,CWS,388.0,GW,148.0,NJ,Very Small
84,110049273736,SUSSEX COUNTY ANNEX BUILDING-TREATMENT PLANT,NJ1911354,Y,41.161796,-74.566085,NJ1911354,SUSSEX COUNTY ANNEX BUILDING,A,NTNCWS,81.0,GW,1.0,NJ,Very Small
85,110051101954,BUTTERFLY CAMPGROUND  WE,NJ1511316,Y,39.86585,-74.263027,NJ1511316,BUTTERFLY CAMPGROUND  WE,A,TNCWS,106.0,GW,1.0,NJ,Very Small
86,110051090154,TITUSVILLE PRESBYTERIAN CHURCH,NJ1106378,Y,40.282503,-74.703724,NJ1106378,TITUSVILLE PRESBYTERIAN CHURCH,A,TNCWS,100.0,GW,2.0,NJ,Very Small
87,110049226011,LIBERTY LAKE DAY CAMP,NJ0318316,Y,39.875786,-74.663006,NJ0318316,LIBERTY LAKE DAY CAMP,A,TNCWS,410.0,GW,3.0,NJ,Very Small
88,110013234231,WINSLOW TWP MUN UTIL E ELMTOWN,NJ0436008,Y,39.802352,-74.961251,NJ0436008,WINSLOW TWP DMU,A,CWS,172.0,GW,87.0,NJ,Very Small
89,110049311856,URBAN FARMS ACQUISITION,NJ0220305,Y,40.95909,-74.074522,NJ0220305,URBAN FARMS ACQUISITION,A,NTNCWS,2500.0,GW,3.0,NJ,Small
91,110063338197,ARTISTA ITALIAN SPECIALTIES,NJ1406331,Y,40.858581,-74.547427,NJ1406331,ARTISTA ITALIAN SPECIALTIES,A,TNCWS,43.0,GW,1.0,NJ,Very Small
92,110012876717,PORTVILLE ESTATES MHC I-TREATMENT PLANT,NY0400875,Y,40.434273,-74.420724,NY0400875,PORTVILLE ESTATES MHC I,A,CWS,28.0,GW,19.0,NJ,Very Small
93,110051031325,ST STEPHENS MAR THOMA CHURCH,NJ1221306,Y,40.439593,-74.407585,NJ1221306,ST STEPHENS MAR THOMA CHURCH,A,TNCWS,200.0,GW,1.0,NJ,Very Small
94,110049284948,OUR LADY QUEEN OF PEACE,NJ1905348,Y,41.137424,-74.691855,NJ1905348,OUR LADY QUEEN OF PEACE,A,TNCWS,485.0,GW,1.0,NJ,Very Small
95,110051005693,CAMP SACAJAWEA-TRAILER W,NJ1319436,Y,40.287056,-74.152446,NJ1319436,CAMP SACAJAWEA-TRAILER W,A,TNCWS,312.0,GW,8.0,NJ,Very Small
96,110051043991,CHESTER WOODS PROFESSIONAL PARK,NJ1407321,Y,40.858581,-74.547427,NJ1407321,CHESTER WOODS PROFESSIONAL PARK,A,NTNCWS,35.0,GW,3.0,NJ,Very Small
97,110051180468,RUTGERS MARINE STUDY STA,NJ1516317,Y,39.86585,-74.263027,NJ1516317,RUTGERS MARINE STUDY STA,A,NTNCWS,30.0,GW,2.0,NJ,Very Small
99,110049338221,FOUR CHICKS CAFE,NJ1906308,Y,41.137424,-74.691855,NJ1906308,FOUR CHICKS CAFE,A,TNCWS,40.0,GW,2.0,NJ,Very Small
100,110051052631,WASHINGTON TWP POLICE DEPT,NJ1438342,Y,40.858581,-74.547427,NJ1438342,WASHINGTON TWP POLICE DEPT,A,TNCWS,34.0,GW,1.0,NJ,Very Small
101,110051204601,BROCK FARMS COLTS NECK,NJ1309426,Y,40.287056,-74.152446,NJ1309426,BROCK FARMS COLTS NECK,A,TNCWS,117.0,GW,1.0,NJ,Very Small
102,110049274655,BROOKSIDE RACQUET & SWIM,NJ0201300,Y,40.95909,-74.074522,NJ0201300,BROOKSIDE RACQUET & SWIM,A,TNCWS,60.0,GW,2.0,NJ,Very Small
103,110013234696,MIDDLE TWP WATER DISTRICT,NJ0506009,Y,39.086143,-74.847716,NJ0506009,MIDDLE TWP WATER DISTRICT,A,CWS,731.0,GWP,215.0,NJ,Small
104,110049276289,OTTS MEDFORD,NJ0320320,Y,39.875786,-74.663006,NJ0320320,OTTS MEDFORD,A,TNCWS,249.0,GW,1.0,NJ,Very Small
105,110051090555,MONROE SPORTS CENTER,NJ1213323,Y,40.321875,-74.417372,NJ1213323,MONROE SPORTS CENTER,A,TNCWS,371.0,GW,1.0,NJ,Very Small
106,110049173158,JENNY JUMP ST PARK-SITE,NJ2106315,Y,40.853524,-75.009542,NJ2106315,JENNY JUMP ST PARK-SITE,A,TNCWS,35.0,GW,1.0,NJ,Very Small
108,110051219686,EMERGENCY 911 COMMUNICATION&TRAINING CTR,NJ0603325,Y,39.328387,-75.121644,NJ0603325,EMERGENCY 911 COMMUNICATION&TRAINING CTR,A,TNCWS,73.0,GW,1.0,NJ,Very Small
109,110049226574,STOKES STATE FOREST - HASKINS,NJ1917305,Y,41.137424,-74.691855,NJ1917305,STOKES STATE FOREST - HASKINS,A,TNCWS,342.0,GW,1.0,NJ,Very Small
110,110051111765,UNION TOWNSHIP MIDDLE SCHOOL-TREATMENT PLANT,NJ1025307,Y,40.722167,-74.985545,NJ1025307,UNION TOWNSHIP MIDDLE SCHOOL,A,NTNCWS,345.0,GW,1.0,NJ,Very Small
111,110049284706,FRANKFORD TOWNSHIP SCHOOL,NJ1905336,Y,41.137424,-74.691855,NJ1905336,FRANKFORD TOWNSHIP SCHOOL,A,NTNCWS,730.0,GW,2.0,NJ,Small
113,110050518490,SLEEPY HOLLOW CAMPGROUND,NJ0108313,Y,39.469354,-74.633758,NJ0108313,SLEEPY HOLLOW CAMPGROUND,A,TNCWS,125.0,GW,1.0,NJ,Very Small
114,110013223662,U W V H  PREDMORE ESTATES,NJ1922021,Y,41.137424,-74.691855,NJ1922021,VEOLIA WATER NEW JERSEY PREDMORE ESTATES,A,CWS,45.0,GW,15.0,NJ,Very Small
115,110049169859,ECONO LODGE,NJ0121306,Y,39.469354,-74.633758,NJ0121306,ECONO LODGE,A,TNCWS,106.0,GW,1.0,NJ,Very Small
116,110051003445,MCDONALDS RESTAURANT #6214,NJ1332313,Y,40.287056,-74.152446,NJ1332313,MCDONALDS RESTAURANT #6214,A,NTNCWS,1620.0,GW,1.0,NJ,Small
118,110013229782,AWM FOUR SEASONS AT CHESTER-TREATMENT PLANT,NJ1407001,Y,40.738353,-74.336841,NJ1407001,AWM FOUR SEASONS AT CHESTER,A,CWS,280.0,GW,120.0,NJ,Very Small
119,110051134198,EDDIES CORNER INC,NJ0602306,Y,39.328387,-75.121644,NJ0602306,EDDIES CORNER INC,A,TNCWS,174.0,GW,1.0,NJ,Very Small
120,110051243016,BAY BREEZE VILLAGE,NJ0108303,Y,39.469354,-74.633758,NJ0108303,BAY BREEZE VILLAGE,A,CWS,105.0,GW,57.0,NJ,Very Small
121,110049359136,SAVOY INN,NJ0105334,Y,39.469354,-74.633758,NJ0105334,SAVOY INN,A,TNCWS,47.0,GW,1.0,NJ,Very Small
122,110049264014,TALL TIMBERS CAMPGROUND  WELLS NO. 3 & 4-TREATMENT PLANT,NJ1922384,Y,41.245255,-74.624567,NJ1922384,TALL TIMBERS CAMPGROUND  WELLS NO. 3 & 4,A,TNCWS,705.0,GW,6.0,NJ,Small
123,110049280185,CAMP EDGE,NJ1701325,Y,39.573828,-75.357356,NJ1701325,CAMP EDGE,A,TNCWS,73.0,GW,4.0,NJ,Very Small
124,110049299781,CHESILHURST MUNICIPAL BLD,NJ0410315,Y,39.802352,-74.961251,NJ0410315,CHESILHURST MUNICIPAL BLD,A,TNCWS,32.0,GW,1.0,NJ,Very Small
125,110013234552,DELSEA WOODS COMMUNITY LLC,NJ0506001,Y,39.086143,-74.847716,NJ0506001,DELSEA WOODS COMMUNITY LLC,A,CWS,95.0,GW,95.0,NJ,Very Small
127,110051200071,THE SIZZLE BBQ-TREATMENT PLANT,NJ1915304,Y,40.84613,-74.585035,NJ1915304,THE SIZZLE BBQ,A,TNCWS,56.0,GW,1.0,NJ,Very Small
128,110050941488,PLUMTREE INN,NJ0811411,Y,39.721019,-75.143708,NJ0811411,PLUMTREE INN,A,TNCWS,29.0,GW,2.0,NJ,Very Small
129,110049399441,CAPE MAY KOA,NJ0505321,Y,39.086143,-74.847716,NJ0505321,CAPE MAY KOA,A,TNCWS,252.0,GW,122.0,NJ,Very Small
130,110051104906,MOODS FARM MARKET,NJ0804305,Y,39.721019,-75.143708,NJ0804305,MOODS FARM MARKET,A,TNCWS,160.0,GW,1.0,NJ,Very Small
131,110013235098,MAPLE SHADE WATER DEPARTMENT,NJ0319001,Y,39.875786,-74.663006,NJ0319001,MAPLE SHADE WATER DEPARTMENT,A,CWS,19400.0,SWP,4377.0,NJ,Large
132,110051133974,ROUTE 50 CAMPGROUND LLC,NJ0511383,Y,39.205162,-74.713308,NJ0511383,ROUTE 50 CAMPGROUND LLC,A,TNCWS,86.0,GW,1.0,NJ,Very Small
133,110013225232,HARDYSTON TWP MUA,NJ1911005,Y,41.137424,-74.691855,NJ1911005,HARDYSTON TWP MUA,A,CWS,769.0,GW,289.0,NJ,Small
136,110051209250,MOMENTO II,NJ1615387,Y,41.033763,-74.300308,NJ1615387,MOMENTO II,A,TNCWS,76.0,GW,1.0,NJ,Very Small
137,110012892432,MAHWAH WATER DEPARTMENT-WELL 16 TREATMENT PLANT,NJ0233001,Y,41.09479,-74.14694,NJ0233001,MAHWAH WATER DEPARTMENT,A,CWS,26777.0,SW,8775.0,NJ,Large
138,110049240317,FAIRTON CHRISTIAN CENTER & SCHOOL,NJ0605320,Y,39.328387,-75.121644,NJ0605320,FAIRTON CHRISTIAN CENTER & SCHOOL,A,NTNCWS,80.0,GW,1.0,NJ,Very Small
139,110049301821,CAMDEN CNTY VO-TECH SCHO,NJ0415308,Y,39.802352,-74.961251,NJ0415308,CAMDEN CNTY VO-TECH SCHO,A,NTNCWS,1250.0,GW,12.0,NJ,Small
140,110049338098,BRICK & BREW,NJ1906301,Y,41.137424,-74.691855,NJ1906301,BRICK & BREW,A,TNCWS,162.0,GW,1.0,NJ,Very Small
141,110049284626,STEPPING STONE SCHOOL,NJ1905332,Y,41.137424,-74.691855,NJ1905332,STEPPING STONE SCHOOL,A,TNCWS,26.0,GW,1.0,NJ,Very Small
143,110049193788,NEETA SCHOOL,NJ0321302,Y,39.875786,-74.663006,NJ0321302,NEETA SCHOOL,A,NTNCWS,485.0,GW,1.0,NJ,Very Small
144,110049395873,SEASHORE FOODS,NJ0506415,Y,39.086143,-74.847716,NJ0506415,SEASHORE FOODS,A,TNCWS,44.0,GW,1.0,NJ,Very Small
145,110051212488,ENVIRONMENTAL TRANSPORT GROUP,NJ1427365,Y,40.858581,-74.547427,NJ1427365,ENVIRONMENTAL TRANSPORT GROUP,A,TNCWS,39.0,GW,1.0,NJ,Very Small
146,110049325315,HAMILTON TOWNSHIP SOCCER FIELD,NJ0112362,Y,39.469354,-74.633758,NJ0112362,HAMILTON TOWNSHIP SOCCER FIELD,A,TNCWS,203.0,GW,1.0,NJ,Very Small
147,110012892361,HO HO KUS WATER DEPT,NJ0228001,Y,40.95909,-74.074522,NJ0228001,HO HO KUS WATER DEPT,A,CWS,4060.0,GW,1514.0,NJ,Medium
148,110049334975,WAWA #8475-TREATMENT PLANT,NJ0334314,Y,40.075113,-74.593144,NJ0334314,WAWA #8475,A,NTNCWS,1725.0,GW,1.0,NJ,Small
149,110063338507,CHARTWELL SWIM CLUB,NJ0313312,Y,39.875786,-74.663006,NJ0313312,CHARTWELL SWIM CLUB,A,TNCWS,262.0,GW,2.0,NJ,Very Small
150,110070158585,THE WILLOWS,NJ2105300,Y,40.701047,-75.013026,NJ2105300,THE WILLOWS,A,TNCWS,35.0,GW,1.0,NJ,Very Small
151,110051126571,READINGTON MIDDLE SCHOOL,NJ1022300,Y,40.565283,-74.91197,NJ1022300,READINGTON MIDDLE SCHOOL,A,NTNCWS,628.0,GW,1.0,NJ,Small
152,110051152122,THORLABS INC,NJ1902327,Y,41.137424,-74.691855,NJ1902327,THORLABS INC,A,NTNCWS,80.0,GW,1.0,NJ,Very Small
154,110051146130,AMERICAN LEGION POST 86,NJ1902322,Y,41.137424,-74.691855,NJ1902322,AMERICAN LEGION POST 86,A,TNCWS,72.0,GW,2.0,NJ,Very Small
155,110051104988,ELK TWP MUNICIPAL BUILDING,NJ0804310,Y,39.721019,-75.143708,NJ0804310,ELK TWP MUNICIPAL BUILDING,A,TNCWS,54.0,GW,3.0,NJ,Very Small
156,110051111738,THE PERRYVILLE INN,NJ1025306,Y,40.565283,-74.91197,NJ1025306,THE PERRYVILLE INN,A,TNCWS,81.0,GW,13.0,NJ,Very Small
157,110063348872,GREEN LIFE MARKET,NJ1902364,Y,41.137424,-74.691855,NJ1902364,GREEN LIFE MARKET,A,TNCWS,115.0,GW,1.0,NJ,Very Small
158,110051116537,TIMBERLAND LAKE CG-WELL,NJ1511391,Y,39.86585,-74.263027,NJ1511391,TIMBERLAND LAKE CG-WELL,A,TNCWS,205.0,GW,1.0,NJ,Very Small
159,110013232698,BOROUGH OF WOODBINE-TREATMENT PLANT,NJ0516001,Y,39.23654,-74.904133,NJ0516001,BOROUGH OF WOODBINE,A,CWS,2650.0,GW,534.0,NJ,Small
160,110063347383,BUNKER HILL LUTHERAN CHURCH,NJ1808374,Y,40.565522,-74.61993,NJ1808374,BUNKER HILL LUTHERAN CHURCH,A,TNCWS,39.0,GW,1.0,NJ,Very Small
161,110051163030,JEHOVAHS WITNESSES OF W MILFORD,NJ1615413,Y,41.033763,-74.300308,NJ1615413,JEHOVAHS WITNESSES OF W MILFORD,A,TNCWS,82.0,GW,1.0,NJ,Very Small
162,110051208974,WEST MILFORD ELKS LODGE,NJ1615373,Y,41.033763,-74.300308,NJ1615373,WEST MILFORD ELKS LODGE,A,TNCWS,202.0,GW,1.0,NJ,Very Small
163,110013225205,SPARTA TWP WATER SUMMIT,NJ1911004,Y,41.137424,-74.691855,NJ1911004,AQUA NJ - SUMMIT LAKE,A,CWS,177.0,GW,76.0,NJ,Very Small
164,110051129257,SEA PINE INN,NJ1520302,Y,39.86585,-74.263027,NJ1520302,SEA PINE INN,A,TNCWS,85.0,GW,5.0,NJ,Very Small
